Date,Open,High,Low,Close,Adj Close,Volume
2023-07-03,25.260000228881836,25.75,24.68000030517578,25.489999771118164,25.018516540527344,25289900
2023-07-05,24.989999771118164,25.18000030517578,23.829999923706055,23.850000381469727,23.408855438232422,38292000
2023-07-06,22.600000381469727,23.049999237060547,22.040000915527344,22.979999542236328,22.554946899414062,49420400
2023-07-07,23.079999923706055,24.030000686645508,22.829999923706055,22.959999084472656,22.535316467285156,41284000
2023-07-10,23.15999984741211,24.440000534057617,23.079999923706055,24.31999969482422,23.870161056518555,39943500
2023-07-11,24.68000030517578,24.739999771118164,23.280000686645508,24.34000015258789,23.889793395996094,44231000
2023-07-12,25.440000534057617,25.850000381469727,25.0,25.690000534057617,25.214820861816406,54237000
2023-07-13,26.510000228881836,27.450000762939453,26.209999084472656,27.280000686645508,26.775413513183594,42645500
2023-07-14,27.34000015258789,28.030000686645508,25.899999618530273,26.229999542236328,25.744829177856445,47910200
2023-07-17,26.280000686645508,28.530000686645508,25.770000457763672,28.059999465942383,27.540985107421875,50068600
2023-07-18,27.75,28.549999237060547,27.09000015258789,28.260000228881836,27.737279891967773,45800100
2023-07-19,28.40999984741211,28.440000534057617,27.040000915527344,27.290000915527344,26.78522491455078,49085500
2023-07-20,25.790000915527344,26.059999465942383,23.8700008392334,24.290000915527344,23.840717315673828,67340600
2023-07-21,25.010000228881836,25.59000015258789,24.5,24.920000076293945,24.459062576293945,43146400
2023-07-24,24.90999984741211,25.440000534057617,24.510000228881836,24.899999618530273,24.43943214416504,29911500
2023-07-25,25.309999465942383,26.59000015258789,25.309999465942383,26.1299991607666,25.646678924560547,39288500
2023-07-26,25.200000762939453,25.729999542236328,24.209999084472656,25.059999465942383,24.59646987915039,54225500
2023-07-27,27.0,28.049999237060547,26.0,26.459999084472656,25.970577239990234,83083300
2023-07-28,27.989999771118164,28.440000534057617,27.149999618530273,28.149999618530273,27.62932014465332,60636000
2023-07-31,28.459999084472656,28.75,27.950000762939453,28.40999984741211,27.884511947631836,37007400
2023-08-01,27.809999465942383,28.719999313354492,27.440000534057617,28.530000686645508,28.002288818359375,36908400
2023-08-02,27.5,27.5,24.790000915527344,25.280000686645508,24.81240463256836,81886500
2023-08-03,24.290000915527344,25.600000381469727,24.06999969482422,25.149999618530273,24.6848087310791,51031600
2023-08-04,24.81999969482422,25.950000762939453,24.079999923706055,24.8799991607666,24.4197998046875,59250900
2023-08-07,25.459999084472656,25.780000686645508,24.979999542236328,25.65999984741211,25.185375213623047,40030800
2023-08-08,24.5,24.549999237060547,23.43000030517578,24.459999084472656,24.007568359375,52987700
2023-08-09,24.399999618530273,24.440000534057617,22.950000762939453,23.09000015258789,22.66290855407715,49811500
2023-08-10,23.65999984741211,24.40999984741211,22.309999465942383,22.809999465942383,22.38808822631836,65350400
2023-08-11,21.93000030517578,22.0,21.010000228881836,21.139999389648438,20.748977661132812,66258400
2023-08-14,20.860000610351562,22.959999084472656,20.65999984741211,22.93000030517578,22.505868911743164,55110100
2023-08-15,22.6200008392334,22.81999969482422,21.700000762939453,21.799999237060547,21.396770477294922,45574800
2023-08-16,21.709999084472656,21.780000686645508,20.469999313354492,20.530000686645508,20.1502628326416,54398900
2023-08-17,20.6200008392334,20.75,19.709999084472656,19.90999984741211,19.541730880737305,50769000
2023-08-18,19.219999313354492,20.43000030517578,19.110000610351562,20.149999618530273,19.777294158935547,63687900
2023-08-21,20.510000228881836,22.030000686645508,20.389999389648438,21.8799991607666,21.47529411315918,60272400
2023-08-22,22.709999084472656,22.81999969482422,21.100000381469727,21.350000381469727,20.955097198486328,59640500
2023-08-23,20.950000762939453,22.889999389648438,20.899999618530273,22.600000381469727,22.181976318359375,67010200
2023-08-24,23.889999389648438,23.920000076293945,20.239999771118164,20.40999984741211,20.03248405456543,87095000
2023-08-25,20.34000015258789,21.170000076293945,19.399999618530273,20.65999984741211,20.277856826782227,73315300
2023-08-28,21.260000228881836,21.59000015258789,20.760000228881836,21.420000076293945,21.0238037109375,57976500
2023-08-29,21.09000015258789,23.309999465942383,20.969999313354492,23.06999969482422,22.643281936645508,62384100
2023-08-30,22.920000076293945,23.700000762939453,22.3700008392334,23.399999618530273,22.96717643737793,58519900
2023-08-31,23.170000076293945,24.280000686645508,23.139999389648438,23.860000610351562,23.418668746948242,57584100
2023-09-01,24.350000381469727,24.510000228881836,23.510000228881836,24.020000457763672,23.57571029663086,50183300
2023-09-05,23.75,24.579999923706055,23.3799991607666,24.020000457763672,23.57571029663086,39873800
2023-09-06,23.8700008392334,24.290000915527344,22.65999984741211,23.440000534057617,23.006439208984375,45032300
2023-09-07,21.860000610351562,22.049999237060547,21.0,21.8700008392334,21.46548080444336,61690800
2023-09-08,21.719999313354492,22.190000534057617,21.219999313354492,21.5,21.102323532104492,40693000
2023-09-11,22.239999771118164,22.309999465942383,20.59000015258789,21.450000762939453,21.053245544433594,55474600
2023-09-12,21.0,21.979999542236328,20.850000381469727,20.940000534057617,20.55267906188965,49005100
2023-09-13,20.8799991607666,21.8700008392334,20.790000915527344,21.229999542236328,20.837312698364258,56098900
2023-09-14,21.860000610351562,21.93000030517578,21.049999237060547,21.649999618530273,21.24954605102539,54201500
2023-09-15,21.239999771118164,21.270000457763672,19.450000762939453,19.790000915527344,19.423952102661133,77383000
2023-09-18,19.290000915527344,20.18000030517578,19.200000762939453,19.93000030517578,19.56136131286621,41631100
2023-09-19,19.760000228881836,19.809999465942383,19.079999923706055,19.43000030517578,19.10223960876465,50047300
2023-09-20,19.65999984741211,19.920000076293945,18.440000534057617,18.479999542236328,18.16826629638672,58695600
2023-09-21,17.760000228881836,18.1299991607666,17.389999389648438,17.420000076293945,17.12614631652832,68048000
2023-09-22,17.899999618530273,18.3700008392334,17.6299991607666,17.84000015258789,17.5390625,65378900
2023-09-25,17.610000610351562,18.280000686645508,17.34000015258789,18.219999313354492,17.91265106201172,56510100
2023-09-26,17.739999771118164,17.920000076293945,16.989999771118164,17.239999771118164,16.949182510375977,70947400
2023-09-27,17.639999389648438,18.079999923706055,16.889999389648438,17.68000030517578,17.381759643554688,80980900
2023-09-28,17.56999969482422,19.219999313354492,17.350000381469727,18.639999389648438,18.325563430786133,88909800
2023-09-29,19.43000030517578,19.65999984741211,18.65999984741211,18.8700008392334,18.551685333251953,75732800
2023-10-02,18.950000762939453,19.579999923706055,18.43000030517578,19.079999923706055,18.75814437866211,65982800
2023-10-03,18.600000381469727,19.389999389648438,17.530000686645508,17.889999389648438,17.588218688964844,77741000
2023-10-04,18.18000030517578,18.809999465942383,17.770000457763672,18.639999389648438,18.325563430786133,74018800
2023-10-05,18.579999923706055,18.8700008392334,17.81999969482422,18.399999618530273,18.08961296081543,63584100
2023-10-06,18.020000457763672,19.790000915527344,17.65999984741211,19.469999313354492,19.14156150817871,92805900
2023-10-09,18.920000076293945,19.530000686645508,18.450000762939453,19.3799991607666,19.053083419799805,62652500
2023-10-10,19.559999465942383,20.6200008392334,19.290000915527344,20.049999237060547,19.711780548095703,67622800
2023-10-11,20.309999465942383,20.68000030517578,19.81999969482422,20.510000228881836,20.164018630981445,62660000
2023-10-12,20.670000076293945,21.56999969482422,20.09000015258789,20.68000030517578,20.331153869628906,83392100
2023-10-13,20.799999237060547,20.889999389648438,18.850000381469727,18.979999542236328,18.659832000732422,88671200
2023-10-16,19.1299991607666,20.0,19.100000381469727,19.809999465942383,19.475828170776367,65688500
2023-10-17,18.6299991607666,19.760000228881836,17.90999984741211,19.299999237060547,18.974428176879883,90214600
2023-10-18,18.3700008392334,18.790000915527344,17.979999542236328,18.280000686645508,17.97163963317871,81406400
2023-10-19,18.760000228881836,18.93000030517578,17.229999542236328,17.43000030517578,17.135976791381836,115930900
2023-10-20,17.420000076293945,17.790000915527344,16.56999969482422,16.639999389648438,16.359302520751953,83690500
2023-10-23,16.350000381469727,17.260000228881836,15.829999923706055,16.389999389648438,16.1135196685791,89594500
2023-10-24,16.65999984741211,17.1299991607666,16.420000076293945,17.040000915527344,16.7525577545166,79093400
2023-10-25,16.3799991607666,16.520000457763672,14.710000038146973,14.970000267028809,14.717474937438965,107436500
2023-10-26,15.130000114440918,15.680000305175781,14.479999542236328,14.729999542236328,14.481523513793945,101804700
2023-10-27,15.300000190734863,15.569999694824219,14.930000305175781,15.100000381469727,14.845281600952148,91507300
2023-10-30,14.819999694824219,15.109999656677246,14.020000457763672,14.529999732971191,14.284895896911621,104353000
2023-10-31,14.539999961853027,15.029999732971191,14.010000228881836,14.899999618530273,14.64865493774414,75873100
2023-11-01,14.949999809265137,16.020000457763672,14.930000305175781,15.949999809265137,15.680943489074707,100044400
2023-11-02,16.899999618530273,17.40999984741211,16.3799991607666,17.079999923706055,16.791881561279297,89974100
2023-11-03,17.600000381469727,18.760000228881836,17.5,18.3799991607666,18.069948196411133,88065900
2023-11-06,18.450000762939453,18.639999389648438,17.729999542236328,18.25,17.9421443939209,52668800
2023-11-07,18.15999984741211,18.8799991607666,18.059999465942383,18.600000381469727,18.28624153137207,56719500
2023-11-08,18.65999984741211,18.959999084472656,18.280000686645508,18.670000076293945,18.355060577392578,50269100
