Date,Open,High,Low,Close,Adj Close,Volume
2023-07-03,85.05999755859375,85.7699966430664,84.9800033569336,85.20999908447266,79.11927795410156,32500
2023-07-05,85.6500015258789,85.6500015258789,84.51000213623047,84.79000091552734,78.72930908203125,63600
2023-07-06,84.05000305175781,84.5999984741211,81.94999694824219,82.80999755859375,76.89083862304688,75100
2023-07-07,82.4800033569336,86.0999984741211,82.4800033569336,85.12999725341797,79.04500579833984,57700
2023-07-10,85.02999877929688,85.73999786376953,84.87999725341797,85.58000183105469,79.46282196044922,45900
2023-07-11,85.97000122070312,87.98999786376953,85.94999694824219,87.88999938964844,81.60771942138672,69000
2023-07-12,88.25,89.04000091552734,88.11000061035156,88.48999786376953,82.1648178100586,171000
2023-07-13,88.56999969482422,89.94999694824219,88.29000091552734,88.83999633789062,82.48980712890625,58800
2023-07-14,88.5199966430664,88.5199966430664,86.06999969482422,86.23999786376953,80.07565307617188,84500
2023-07-17,85.83999633789062,86.55999755859375,85.79000091552734,86.1500015258789,79.99209594726562,68800
2023-07-18,86.19000244140625,88.83999633789062,86.19000244140625,88.2300033569336,81.92341613769531,88300
2023-07-19,88.4800033569336,89.41000366210938,88.27999877929688,88.72000122070312,82.3783950805664,83800
2023-07-20,89.13999938964844,90.01000213623047,89.11000061035156,89.95999908447266,83.52974700927734,69600
2023-07-21,90.41000366210938,90.80000305175781,89.7699966430664,90.73999786376953,84.25401306152344,53800
2023-07-24,90.9800033569336,92.88999938964844,90.9800033569336,92.05000305175781,85.47037506103516,109000
2023-07-25,92.0199966430664,93.30000305175781,91.47000122070312,92.79000091552734,86.15748596191406,203300
2023-07-26,92.13999938964844,93.54000091552734,91.9000015258789,93.2300033569336,86.56602478027344,51300
2023-07-27,93.69000244140625,94.25,92.4000015258789,92.66999816894531,86.04605865478516,100300
2023-07-28,92.73999786376953,93.94999694824219,92.47000122070312,93.91999816894531,87.2066879272461,52300
2023-07-31,94.52999877929688,95.19999694824219,94.52999877929688,95.04000091552734,88.24665069580078,68300
2023-08-01,94.3499984741211,95.05999755859375,93.69000244140625,94.94999694824219,88.16307067871094,112800
2023-08-02,94.45999908447266,94.87000274658203,92.8499984741211,93.61000061035156,86.91886901855469,100000
2023-08-03,93.52999877929688,95.81999969482422,93.13999938964844,94.91000366210938,88.12593078613281,128700
2023-08-04,95.62000274658203,96.3499984741211,94.94000244140625,95.12000274658203,88.3209457397461,124900
